Account,Name,Date,Downloads,Units,Amount
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-29,13291,8083,14434
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-29,3397,8250,8642
M&M SERVICE CO,ACCOUNTLEVEL,-29,6616,9417,10782
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-29,8993,9499,12058
L and P Financial Services Co,ACCOUNTLEVEL,-29,493,2969,13677
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-29,13623,7577,14429
CATMADER SL,ACCOUNTLEVEL,-29,4644,3130,2879
Tekno Inc,ACCOUNTLEVEL,-29,7864,9481,3820
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-29,7743,7771,10044
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-29,9807,12238,10673
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-29,12064,13857,7558
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-29,6410,11074,10820
COMERGALV SA DE CV,ACCOUNTLEVEL,-29,14494,10951,13865
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-29,1817,2054,9461
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-29,10975,14122,13928
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-29,14998,13520,9388
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-29,8304,7006,8771
TERENTRO SA DE CV,ACCOUNTLEVEL,-29,10077,7636,6074
FUNTASTIC LIMITED,ACCOUNTLEVEL,-29,7117,13904,10063
DeeTag USA,ACCOUNTLEVEL,-29,12983,12732,7684
Lakeland Village,ACCOUNTLEVEL,-29,7949,14416,2321
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-29,11331,11840,9333
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-29,6912,8623,3441
Do not Use1,ACCOUNTLEVEL,-29,7501,9902,6881
Oil Chem Research Corp,ACCOUNTLEVEL,-29,4143,447,5468
LICK ELEVATOR,ACCOUNTLEVEL,-29,11395,6297,7674
Quanex Screens LLC,ACCOUNTLEVEL,-29,8690,929,1340
A and T unlimit Limited,ACCOUNTLEVEL,-30,14003,11036,10776
Sienna Gold Ltd,ACCOUNTLEVEL,-30,10891,13327,4933
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-30,12523,10784,3878
Murex N.A. Ltd,ACCOUNTLEVEL,-30,1105,6077,10627
Via Systems,ACCOUNTLEVEL,-30,1790,8913,2215
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-30,7585,708,7291
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-30,13721,5214,7464
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-30,2062,12382,10134
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-30,8594,660,9759
Anunay Fab Ltd,ACCOUNTLEVEL,-30,1464,283,14624
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-30,5923,14863,12920
Jadow B & Sons Inc,ACCOUNTLEVEL,-30,5696,3885,3516
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-30,12578,4036,4476
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-30,11701,5194,9077
Alltech Automotive LLC,ACCOUNTLEVEL,-30,2890,12810,1004
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-30,9056,14778,11275
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-30,12334,6991,12082
ATTEBURY GRAIN,ACCOUNTLEVEL,-30,8107,8983,654
Vicor,ACCOUNTLEVEL,-30,11528,13940,11141
Baja Inc,ACCOUNTLEVEL,-30,9899,314,4702
National Assn of Printing Ink,ACCOUNTLEVEL,-30,12971,8600,12399
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-30,11087,12751,3600
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-30,1479,6761,10254
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-30,5839,6951,1954
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-30,14453,11490,4518
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-30,14783,10986,7081
Triumph Tool NC Inc,ACCOUNTLEVEL,-30,10305,935,8690
Darta NV,ACCOUNTLEVEL,-30,12395,12346,646
COTY UK LTD,ACCOUNTLEVEL,-30,6064,5316,10035
Deal Partners Limited,ACCOUNTLEVEL,-30,14630,6683,13739
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-30,13530,210,5266
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-30,3279,13577,7164
GKN Sinter Metals,ACCOUNTLEVEL,-30,2888,13118,12734
AGENCE PRESSE,ACCOUNTLEVEL,-30,11175,5554,8582
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-30,7710,8445,2762
AUREA SOFTWARE INC,ACCOUNTLEVEL,-30,1887,12297,4569
Ocean Sports Wear,ACCOUNTLEVEL,-30,4893,11985,4608
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-30,5807,10023,7315
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-30,5135,10233,11050
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-30,631,5202,1280
UNIFOODS SA DE CV,ACCOUNTLEVEL,-30,9904,10767,2489
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-30,4578,4035,3128
JARDINS DE NORTENE,ACCOUNTLEVEL,-30,1118,4714,6832
Terry Store age spa,ACCOUNTLEVEL,-30,14227,2365,12240
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-30,11909,2726,6103
ST. CLAIR SERVICE,ACCOUNTLEVEL,-30,2318,548,1337
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-30,8400,4758,12032
CARNES KM SA DE CV,ACCOUNTLEVEL,-30,11096,5471,1900
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-30,12357,10510,9633
COMNET SA DE CV,ACCOUNTLEVEL,-30,261,8101,10395
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-30,6847,13089,268
FRUITCORP SA DE CV,ACCOUNTLEVEL,-30,9093,8892,11945
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-30,11477,7759,8170
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-30,2483,9866,3715
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-30,10149,4681,6517
K & S Contractors Supply Co,ACCOUNTLEVEL,-30,418,7241,7076
Tioga Hardwoods Inc,ACCOUNTLEVEL,-30,6404,11080,7754
GHCL Limited,ACCOUNTLEVEL,-30,9350,8954,7448
Motion Industries Inc.,ACCOUNTLEVEL,-30,7418,3431,14876
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-30,10263,3694,7277
Quantum Foods,ACCOUNTLEVEL,-30,377,2535,10451
Family Magazine,ACCOUNTLEVEL,-30,6599,5876,9024
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-30,2217,14955,6819
Innovative Laser Inc,ACCOUNTLEVEL,-30,12456,155,7874
Addis Housewares Ltd,ACCOUNTLEVEL,-30,9643,5038,7739
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-30,6508,4640,11544
APLNG,ACCOUNTLEVEL,-30,11038,1861,12303
Quince Hungary Kft,ACCOUNTLEVEL,-30,6786,35,11269
Jandel Scientific Inc.,ACCOUNTLEVEL,-30,3509,3059,12980
Viking Tool & Steel,ACCOUNTLEVEL,-30,5701,221,9193
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-30,10982,3786,11604
MAPE USA,ACCOUNTLEVEL,-30,11737,1847,12582
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-30,10587,7130,844
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-30,10130,6610,11655
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-30,3602,4067,11346
M&M SERVICE CO,ACCOUNTLEVEL,-30,11875,11553,3295
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-30,1897,9027,8569
L and P Financial Services Co,ACCOUNTLEVEL,-30,12077,10063,14673
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-30,9541,13383,2759
CATMADER SL,ACCOUNTLEVEL,-30,9018,6430,3118
Tekno Inc,ACCOUNTLEVEL,-30,8041,13236,2516
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-30,985,8603,2366
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-30,10699,10608,6466
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-30,3627,11368,10531
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-30,10250,736,3073
COMERGALV SA DE CV,ACCOUNTLEVEL,-30,8457,9131,7693
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-30,1608,5789,14479
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-30,2804,12753,5364
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-30,11448,13789,7496
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-30,12642,3349,13783
TERENTRO SA DE CV,ACCOUNTLEVEL,-30,3899,4180,10763
FUNTASTIC LIMITED,ACCOUNTLEVEL,-30,7953,9972,5406
DeeTag USA,ACCOUNTLEVEL,-30,9892,12613,14988
Lakeland Village,ACCOUNTLEVEL,-30,5432,13605,12722
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-30,4030,7515,2172
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-30,6317,13058,14886
Do not Use1,ACCOUNTLEVEL,-30,3754,13183,5334
Oil Chem Research Corp,ACCOUNTLEVEL,-30,12518,10495,4146
LICK ELEVATOR,ACCOUNTLEVEL,-30,11563,3696,8249
Quanex Screens LLC,ACCOUNTLEVEL,-30,10607,14273,10258
A and T unlimit Limited,ACCOUNTLEVEL,-31,5089,14941,1534
Sienna Gold Ltd,ACCOUNTLEVEL,-31,5723,13682,4242
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-31,2127,7332,5342
Murex N.A. Ltd,ACCOUNTLEVEL,-31,13296,10783,13593
Via Systems,ACCOUNTLEVEL,-31,6166,10972,1624
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-31,12839,12134,10939
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-31,2037,515,14626
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-31,1080,11683,416
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-31,14301,1849,7164
Anunay Fab Ltd,ACCOUNTLEVEL,-31,11435,1186,13371
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-31,8967,12253,1847
Jadow B & Sons Inc,ACCOUNTLEVEL,-31,12000,4122,14434
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-31,10047,2693,916
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-31,3331,3432,12496
Alltech Automotive LLC,ACCOUNTLEVEL,-31,8227,7927,10936
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-31,13004,14045,9375
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-31,5612,7940,1683
ATTEBURY GRAIN,ACCOUNTLEVEL,-31,1444,5511,8088
Vicor,ACCOUNTLEVEL,-31,5759,348,2177
Baja Inc,ACCOUNTLEVEL,-31,13855,7595,10207
National Assn of Printing Ink,ACCOUNTLEVEL,-31,4178,8176,2061
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-31,11923,2280,8784
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-31,10348,1708,1773
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-31,8009,11237,13611
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-31,11372,7867,5376
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-31,13679,10599,1164
Triumph Tool NC Inc,ACCOUNTLEVEL,-31,3219,10409,11594
Darta NV,ACCOUNTLEVEL,-31,12020,10569,829
COTY UK LTD,ACCOUNTLEVEL,-31,744,3815,8380
Deal Partners Limited,ACCOUNTLEVEL,-31,12563,11219,13490
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-31,6088,4016,12165
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-31,13781,8285,8293
GKN Sinter Metals,ACCOUNTLEVEL,-31,2457,13922,4743
AGENCE PRESSE,ACCOUNTLEVEL,-31,8994,10919,13360
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-31,742,4217,308
AUREA SOFTWARE INC,ACCOUNTLEVEL,-31,9371,358,13112
Ocean Sports Wear,ACCOUNTLEVEL,-31,5022,8998,10989
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-31,2551,3763,11899
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-31,9634,8146,8840
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-31,12788,13726,11278
UNIFOODS SA DE CV,ACCOUNTLEVEL,-31,7119,13955,1688
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-31,11593,634,1622
JARDINS DE NORTENE,ACCOUNTLEVEL,-31,10875,1826,10253
Terry Store age spa,ACCOUNTLEVEL,-31,5342,4286,10947
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-31,11672,4904,11363
ST. CLAIR SERVICE,ACCOUNTLEVEL,-31,3037,5740,2276
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-31,11347,3322,11031
CARNES KM SA DE CV,ACCOUNTLEVEL,-31,2322,7343,14231
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-31,3980,11074,3762
COMNET SA DE CV,ACCOUNTLEVEL,-31,8440,5586,1609
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-31,4907,5248,13024
FRUITCORP SA DE CV,ACCOUNTLEVEL,-31,12938,4613,3103
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-31,7846,9968,1961
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-31,1638,14489,12445
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-31,6269,9362,6536
K & S Contractors Supply Co,ACCOUNTLEVEL,-31,8053,12926,10658
Tioga Hardwoods Inc,ACCOUNTLEVEL,-31,8031,1640,381
GHCL Limited,ACCOUNTLEVEL,-31,804,5144,11246
Motion Industries Inc.,ACCOUNTLEVEL,-31,10814,9495,6604
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-31,4981,2065,14721
Quantum Foods,ACCOUNTLEVEL,-31,2707,10875,3650
Family Magazine,ACCOUNTLEVEL,-31,12627,7335,9236
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-31,3331,11358,12475
Innovative Laser Inc,ACCOUNTLEVEL,-31,3826,11158,14805
Addis Housewares Ltd,ACCOUNTLEVEL,-31,14700,10334,13605
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-31,14174,11907,5345
APLNG,ACCOUNTLEVEL,-31,2779,14333,10972
Quince Hungary Kft,ACCOUNTLEVEL,-31,2589,5459,7677
Jandel Scientific Inc.,ACCOUNTLEVEL,-31,9717,2409,1205
Viking Tool & Steel,ACCOUNTLEVEL,-31,3638,4358,10000
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-31,9195,9658,3062
MAPE USA,ACCOUNTLEVEL,-31,5317,771,14049
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-31,441,2631,10438
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-31,11258,2382,6329
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-31,13417,8008,5330
M&M SERVICE CO,ACCOUNTLEVEL,-31,2500,12574,5029
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-31,6065,6617,11872
L and P Financial Services Co,ACCOUNTLEVEL,-31,12515,6160,1923
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-31,3758,3365,1962
CATMADER SL,ACCOUNTLEVEL,-31,6024,175,4680
Tekno Inc,ACCOUNTLEVEL,-31,560,13641,10088
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-31,1545,6863,10231
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-31,6667,13300,10438
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-31,7865,7576,2797
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-31,87,14868,3671
COMERGALV SA DE CV,ACCOUNTLEVEL,-31,2515,6803,7599
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-31,2381,11731,7290
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-31,6638,6208,12253
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-31,8776,12605,2478
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-31,6953,6987,9760
TERENTRO SA DE CV,ACCOUNTLEVEL,-31,1067,1989,625
FUNTASTIC LIMITED,ACCOUNTLEVEL,-31,9910,7491,2606
DeeTag USA,ACCOUNTLEVEL,-31,13302,14127,3414
Lakeland Village,ACCOUNTLEVEL,-31,899,4206,14602
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-31,12834,1004,10002
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-31,7880,8797,8969
Do not Use1,ACCOUNTLEVEL,-31,2237,6594,5860
Oil Chem Research Corp,ACCOUNTLEVEL,-31,5693,5145,1709
LICK ELEVATOR,ACCOUNTLEVEL,-31,13378,2501,8713
Quanex Screens LLC,ACCOUNTLEVEL,-31,13932,8537,11856
A and T unlimit Limited,ACCOUNTLEVEL,-32,4658,5750,11196
Sienna Gold Ltd,ACCOUNTLEVEL,-32,13745,7221,12900
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-32,657,10492,2833
Murex N.A. Ltd,ACCOUNTLEVEL,-32,14447,374,5345
Via Systems,ACCOUNTLEVEL,-32,1239,9634,14457
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-32,10799,7160,3468
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-32,64,1074,5092
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-32,9643,2987,11536
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-32,14135,3541,6310
Anunay Fab Ltd,ACCOUNTLEVEL,-32,7592,10786,3913
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-32,5331,13213,1210
Jadow B & Sons Inc,ACCOUNTLEVEL,-32,12111,12529,14887
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-32,14803,8213,12591
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-32,128,4036,11081
Alltech Automotive LLC,ACCOUNTLEVEL,-32,1530,3602,10229
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-32,9120,5118,3172
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-32,8930,409,5853
ATTEBURY GRAIN,ACCOUNTLEVEL,-32,4134,12148,3378
Vicor,ACCOUNTLEVEL,-32,11625,13154,3399
Baja Inc,ACCOUNTLEVEL,-32,10834,5133,10111
National Assn of Printing Ink,ACCOUNTLEVEL,-32,8382,8224,8549
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-32,13208,6383,1619
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-32,11387,5294,2895
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-32,5814,638,8353
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-32,4548,14958,13578
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-32,9544,4561,12453
Triumph Tool NC Inc,ACCOUNTLEVEL,-32,2286,11378,8473
Darta NV,ACCOUNTLEVEL,-32,5357,4980,10837
COTY UK LTD,ACCOUNTLEVEL,-32,506,472,6012
Deal Partners Limited,ACCOUNTLEVEL,-32,5975,5654,3071
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-32,10522,3832,2344
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-32,1837,11736,9564
GKN Sinter Metals,ACCOUNTLEVEL,-32,5565,1143,11711
AGENCE PRESSE,ACCOUNTLEVEL,-32,14629,78,9652
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-32,11310,12123,4304
AUREA SOFTWARE INC,ACCOUNTLEVEL,-32,3472,12626,14366
Ocean Sports Wear,ACCOUNTLEVEL,-32,14110,682,13286
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-32,5088,7375,13265
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-32,13854,14215,11687
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-32,13646,1893,1991
UNIFOODS SA DE CV,ACCOUNTLEVEL,-32,6984,7496,9658
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-32,12884,6226,10867
JARDINS DE NORTENE,ACCOUNTLEVEL,-32,3268,2404,13907
Terry Store age spa,ACCOUNTLEVEL,-32,2493,13912,3552
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-32,7170,1837,627
ST. CLAIR SERVICE,ACCOUNTLEVEL,-32,3982,400,453
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-32,44,9748,1173
CARNES KM SA DE CV,ACCOUNTLEVEL,-32,8718,14081,8704
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-32,5907,11206,9549
COMNET SA DE CV,ACCOUNTLEVEL,-32,13001,10323,3336
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-32,7134,1426,11540
FRUITCORP SA DE CV,ACCOUNTLEVEL,-32,8285,9387,14909
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-32,9972,11238,10189
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-32,12749,4725,8251
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-32,9241,4328,12072
K & S Contractors Supply Co,ACCOUNTLEVEL,-32,10170,10014,2287
Tioga Hardwoods Inc,ACCOUNTLEVEL,-32,12372,10664,10005
GHCL Limited,ACCOUNTLEVEL,-32,10475,9960,535
Motion Industries Inc.,ACCOUNTLEVEL,-32,3732,9815,8219
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-32,3229,5282,2033
Quantum Foods,ACCOUNTLEVEL,-32,9108,5634,2039
Family Magazine,ACCOUNTLEVEL,-32,11089,7272,14631
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-32,4254,10625,6832
Innovative Laser Inc,ACCOUNTLEVEL,-32,12046,11959,1313
Addis Housewares Ltd,ACCOUNTLEVEL,-32,11462,1881,11799
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-32,8240,10487,13515
APLNG,ACCOUNTLEVEL,-32,1973,4435,549
Quince Hungary Kft,ACCOUNTLEVEL,-32,10240,13729,4848
Jandel Scientific Inc.,ACCOUNTLEVEL,-32,4361,294,2025
Viking Tool & Steel,ACCOUNTLEVEL,-32,4784,455,8088
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-32,836,1104,14969
MAPE USA,ACCOUNTLEVEL,-32,14511,3658,8080
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-32,667,489,9579
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-32,10917,4198,10148
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-32,6319,10374,10221
M&M SERVICE CO,ACCOUNTLEVEL,-32,13893,1434,7849
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-32,2948,8484,5282
L and P Financial Services Co,ACCOUNTLEVEL,-32,10669,11308,12762
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-32,11684,1752,14922
CATMADER SL,ACCOUNTLEVEL,-32,1071,6213,8614
Tekno Inc,ACCOUNTLEVEL,-32,2693,14949,7191
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-32,55,11167,1940
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-32,10183,3432,1618
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-32,13268,11662,2932
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-32,2897,12142,11983
COMERGALV SA DE CV,ACCOUNTLEVEL,-32,7772,7069,12800
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-32,4535,13066,9709
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-32,7043,8327,8607
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-32,209,7697,5716
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-32,2013,13537,888
TERENTRO SA DE CV,ACCOUNTLEVEL,-32,2830,2391,4100
FUNTASTIC LIMITED,ACCOUNTLEVEL,-32,7480,13298,366
DeeTag USA,ACCOUNTLEVEL,-32,5462,10546,14
Lakeland Village,ACCOUNTLEVEL,-32,13607,555,14294
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-32,6225,10710,1777
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-32,1080,12710,14245
Do not Use1,ACCOUNTLEVEL,-32,313,6897,8623
Oil Chem Research Corp,ACCOUNTLEVEL,-32,3111,119,1734
LICK ELEVATOR,ACCOUNTLEVEL,-32,6369,13431,5846
Quanex Screens LLC,ACCOUNTLEVEL,-32,14878,8042,6043
A and T unlimit Limited,ACCOUNTLEVEL,-33,1641,3597,420
Sienna Gold Ltd,ACCOUNTLEVEL,-33,3019,2581,5960
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-33,2977,6284,7332
Murex N.A. Ltd,ACCOUNTLEVEL,-33,7757,14389,11174
Via Systems,ACCOUNTLEVEL,-33,2281,14207,11913
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-33,13486,11520,3042
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-33,13464,1895,5813
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-33,6510,6034,14013
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-33,9841,11492,1158
Anunay Fab Ltd,ACCOUNTLEVEL,-33,7843,2704,8403
